,test_condition,accuracy,agent,cotN,concept
3195,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,repair++laptop
3196,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,repair++laptop
3197,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,repair++laptop
3198,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++bicycle
3199,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++bicycle
3200,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++bicycle
3201,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,ride++bicycle
3202,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++bicycle
3203,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++bicycle
3204,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++bicycle
3205,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++bicycle
3206,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++bicycle
3207,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++bicycle
3208,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++boat
3209,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++boat
3210,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++elephant
3211,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++elephant
3212,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++elephant
3213,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++elephant
3214,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,ride++elephant
3215,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++elephant
3216,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++elephant
3217,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++elephant
3218,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++elephant
3219,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++elephant
3220,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++motorcycle
3221,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,ride++motorcycle
3222,test_seen_obj_seen_act,,gpt-4o,chain_of_thought2,ride++motorcycle
3223,test_seen_obj_seen_act,,gpt-4o,chain_of_thought2,ride++motorcycle
3224,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++motorcycle
3225,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,ride++motorcycle
3226,test_seen_obj_seen_act,,gpt-4o,chain_of_thought2,ride++motorcycle
3227,test_seen_obj_seen_act,,gpt-4o,chain_of_thought2,ride++motorcycle
3228,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,ride++motorcycle
3229,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++motorcycle
3230,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++skateboard
3231,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++skateboard
3232,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++skateboard
3233,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,ride++skateboard
3234,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++skateboard
3235,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,ride++skateboard
3236,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++skateboard
3237,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++skateboard
3238,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++skateboard
3239,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,ride++skateboard
3240,test_seen_obj_seen_act,,gpt-4o,chain_of_thought2,ride++skis
3241,test_seen_obj_seen_act,,gpt-4o,chain_of_thought2,ride++skis
3242,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++skis
3243,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++skis
3244,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++skis
3245,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++skis
3246,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,ride++skis
3247,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++skis
3248,test_seen_obj_seen_act,,gpt-4o,chain_of_thought2,ride++skis
3249,test_seen_obj_seen_act,,gpt-4o,chain_of_thought2,ride++skis
3250,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++snowboard
3251,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,ride++snowboard
3252,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++snowboard
3253,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,ride++snowboard
3254,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++snowboard
3255,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,ride++snowboard
3256,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++snowboard
3257,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,ride++snowboard
3258,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++snowboard
3259,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,ride++snowboard
3260,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++surfboard
3261,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,ride++surfboard
3262,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++surfboard
3263,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++surfboard
3264,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++surfboard
3265,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++surfboard
3266,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++surfboard
3267,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++surfboard
3268,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++surfboard
3269,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,ride++surfboard
3270,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,row++boat
3271,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,row++boat
3272,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,row++boat
3273,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,row++boat
3274,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,row++boat
3275,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,row++boat
3276,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,row++boat
3277,test_seen_obj_unseen_act,0.0,gpt-4o,chain_of_thought2,row++boat
3278,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,row++boat
3279,test_seen_obj_unseen_act,0.0,gpt-4o,chain_of_thought2,row++boat
3280,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sail++boat
3281,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sail++boat
3282,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,serve++sports_ball
3283,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,serve++sports_ball
3284,test_unseen_obj_unseen_act,,gpt-4o,chain_of_thought2,shear++sheep
3285,test_unseen_obj_unseen_act,,gpt-4o,chain_of_thought2,shear++sheep
3286,test_unseen_obj_unseen_act,,gpt-4o,chain_of_thought2,shear++sheep
3287,test_unseen_obj_unseen_act,,gpt-4o,chain_of_thought2,shear++sheep
3288,test_unseen_obj_unseen_act,,gpt-4o,chain_of_thought2,shear++sheep
3289,test_unseen_obj_unseen_act,,gpt-4o,chain_of_thought2,shear++sheep
3290,test_unseen_obj_unseen_act,,gpt-4o,chain_of_thought2,shear++sheep
3291,test_unseen_obj_unseen_act,,gpt-4o,chain_of_thought2,shear++sheep
3292,test_unseen_obj_unseen_act,,gpt-4o,chain_of_thought2,shear++sheep
3293,test_unseen_obj_unseen_act,,gpt-4o,chain_of_thought2,shear++sheep
3294,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sip++wine_glass
3295,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,sip++wine_glass
3296,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_at++dining_table
3297,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_at++dining_table
3298,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_at++dining_table
3299,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,sit_at++dining_table
3300,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_at++dining_table
3301,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,sit_at++dining_table
3302,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_at++dining_table
3303,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,sit_at++dining_table
3304,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_at++dining_table
3305,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,sit_at++dining_table
3306,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,sit_inside++bus
3307,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,sit_inside++bus
3308,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++airplane
3309,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++airplane
3310,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++bed
3311,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,sit_on++bed
3312,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++bed
3313,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++bed
3314,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++bed
3315,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++bed
3316,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++bed
3317,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,sit_on++bed
3318,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++bed
3319,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,sit_on++bed
3320,test_unseen_obj_seen_act,,gpt-4o,chain_of_thought2,sit_on++bench
3321,test_unseen_obj_seen_act,,gpt-4o,chain_of_thought2,sit_on++bench
3322,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++bench
3323,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,sit_on++bench
3324,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++bench
3325,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,sit_on++bench
3326,test_unseen_obj_seen_act,,gpt-4o,chain_of_thought2,sit_on++bench
3327,test_unseen_obj_seen_act,,gpt-4o,chain_of_thought2,sit_on++bench
3328,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++bench
3329,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,sit_on++bench
3330,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,sit_on++chair
3331,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,sit_on++chair
3332,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++chair
3333,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++chair
3334,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++chair
3335,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++chair
3336,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++chair
3337,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++chair
3338,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++chair
3339,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++chair
3340,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++couch
3341,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,sit_on++couch
3342,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++couch
3343,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++couch
3344,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++couch
3345,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++couch
3346,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++couch
3347,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,sit_on++couch
3348,test_unseen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++couch
3349,test_unseen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,sit_on++couch
3350,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++motorcycle
3351,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++motorcycle
3352,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++motorcycle
3353,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,sit_on++motorcycle
3354,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++motorcycle
3355,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++motorcycle
3356,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++motorcycle
3357,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++motorcycle
3358,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++motorcycle
3359,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++motorcycle
3360,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++skateboard
3361,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++skateboard
3362,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++skateboard
3363,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++skateboard
3364,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++skateboard
3365,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,sit_on++skateboard
3366,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++skateboard
3367,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++skateboard
3368,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++skateboard
3369,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++skateboard
3370,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++toilet
3371,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++toilet
3372,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++toilet
3373,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,sit_on++toilet
3374,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,sit_on_with_multiple_person++bench
3375,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,sit_on_with_multiple_person++bench
3376,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,sit_on_with_multiple_person++bench
3377,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,sit_on_with_multiple_person++bench
3378,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,sit_on_with_multiple_person++bench
3379,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,sit_on_with_multiple_person++bench
3380,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,sit_on_with_multiple_person++bench
3381,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,sit_on_with_multiple_person++bench
3382,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,sit_on_with_multiple_person++bench
3383,test_unseen_obj_unseen_act,0.0,gpt-4o,chain_of_thought2,sit_on_with_multiple_person++bench
3384,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,smell++apple
3385,test_unseen_obj_unseen_act,0.0,gpt-4o,chain_of_thought2,smell++apple
3386,test_unseen_obj_unseen_act,0.0,gpt-4o,chain_of_thought2,smell++apple
3387,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,smell++apple
3388,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,spin++sports_ball
3389,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,spin++sports_ball
3390,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,squeeze++orange
3391,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,squeeze++orange
3392,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,squeeze++orange
3393,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,squeeze++orange
3394,test_seen_obj_unseen_act,0.0,gpt-4o,chain_of_thought2,stand_on++boat
3395,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,stand_on++boat
3396,test_seen_obj_unseen_act,0.0,gpt-4o,chain_of_thought2,stand_on++boat
3397,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,stand_on++boat
3398,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,stand_on++boat
3399,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,stand_on++boat
3400,test_seen_obj_unseen_act,,gpt-4o,chain_of_thought2,stand_on++boat
3401,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,stand_on++boat
3402,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,stand_on++boat
3403,test_seen_obj_unseen_act,0.0,gpt-4o,chain_of_thought2,stand_on++boat
3404,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,stand_on++chair
3405,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,stand_on++chair
3406,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,stand_on++chair
3407,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,stand_on++chair
3408,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,stand_on++chair
3409,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,stand_on++chair
3410,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,stand_on++chair
3411,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,stand_on++chair
3412,test_unseen_obj_unseen_act,0.0,gpt-4o,chain_of_thought2,stand_on++chair
3413,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,stand_on++chair
3414,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,stand_under++umbrella
3415,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,stand_under++umbrella
3416,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,stand_under++umbrella
3417,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,stand_under++umbrella
3418,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,stand_under++umbrella
3419,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,stand_under++umbrella
3420,test_seen_obj_unseen_act,,gpt-4o,chain_of_thought2,stick++knife
3421,test_seen_obj_unseen_act,,gpt-4o,chain_of_thought2,stick++knife
3422,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,straddle++bicycle
3423,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,straddle++bicycle
3424,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,straddle++bicycle
3425,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,straddle++bicycle
3426,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,straddle++motorcycle
3427,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,straddle++motorcycle
3428,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,straddle++motorcycle
3429,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,straddle++motorcycle
3430,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,straddle++motorcycle
3431,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,straddle++motorcycle
3432,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,straddle++motorcycle
3433,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,straddle++motorcycle
3434,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,straddle++motorcycle
3435,test_seen_obj_seen_act,0.0,gpt-4o,chain_of_thought2,straddle++motorcycle
3436,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,swing++tennis_racket
3437,test_unseen_obj_unseen_act,0.0,gpt-4o,chain_of_thought2,swing++tennis_racket
3438,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,swing++tennis_racket
3439,test_unseen_obj_unseen_act,0.0,gpt-4o,chain_of_thought2,swing++tennis_racket
3440,test_unseen_obj_unseen_act,0.0,gpt-4o,chain_of_thought2,swing++tennis_racket
3441,test_unseen_obj_unseen_act,0.0,gpt-4o,chain_of_thought2,swing++tennis_racket
3442,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,swing++tennis_racket
3443,test_unseen_obj_unseen_act,0.0,gpt-4o,chain_of_thought2,swing++tennis_racket
3444,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,swing++tennis_racket
3445,test_unseen_obj_unseen_act,0.0,gpt-4o,chain_of_thought2,swing++tennis_racket
3446,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,throw++frisbee
3447,test_unseen_obj_unseen_act,0.0,gpt-4o,chain_of_thought2,throw++frisbee
3448,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,throw++frisbee
3449,test_unseen_obj_unseen_act,0.0,gpt-4o,chain_of_thought2,throw++frisbee
3450,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,throw++frisbee
3451,test_unseen_obj_unseen_act,0.0,gpt-4o,chain_of_thought2,throw++frisbee
3452,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,throw++frisbee
3453,test_unseen_obj_unseen_act,0.0,gpt-4o,chain_of_thought2,throw++frisbee
3454,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,throw++frisbee
3455,test_unseen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,throw++frisbee
3456,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,toast++wine_glass
3457,test_seen_obj_unseen_act,0.0,gpt-4o,chain_of_thought2,toast++wine_glass
3458,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,toast++wine_glass
3459,test_seen_obj_unseen_act,0.0,gpt-4o,chain_of_thought2,toast++wine_glass
3460,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,toast++wine_glass
3461,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,toast++wine_glass
3462,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,toast++wine_glass
3463,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,toast++wine_glass
3464,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,toast++wine_glass
3465,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,toast++wine_glass
3466,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,train++dog
3467,test_seen_obj_unseen_act,0.0,gpt-4o,chain_of_thought2,train++dog
3468,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,train++dog
3469,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,train++dog
3470,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,train++dog
3471,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,train++dog
3472,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,turn++motorcycle
3473,test_seen_obj_unseen_act,0.0,gpt-4o,chain_of_thought2,turn++motorcycle
3474,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,turn++motorcycle
3475,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,turn++motorcycle
3476,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,turn++motorcycle
3477,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,turn++motorcycle
3478,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,turn++motorcycle
3479,test_seen_obj_unseen_act,0.0,gpt-4o,chain_of_thought2,turn++motorcycle
3480,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,turn++motorcycle
3481,test_seen_obj_unseen_act,1.0,gpt-4o,chain_of_thought2,turn++motorcycle
3482,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,type_on++keyboard
3483,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,type_on++keyboard
3484,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,type_on++keyboard
3485,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,type_on++keyboard
3486,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,type_on++keyboard
3487,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,type_on++keyboard
3488,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,type_on++keyboard
3489,test_seen_obj_seen_act,1.0,gpt-4o,chain_of_thought2,type_on++keyboard
